Voter Wallet Address,Application ID,Project Name,Assigned votes
Badgeholder 17,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,6250
Badgeholder 17,392b614d-683f-44a6-a7c5-020ce1c2dcbe,Filosign,2560
Badgeholder 17,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,12960
Badgeholder 17,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,6250
Badgeholder 17,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,810
Badgeholder 17,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,810
Badgeholder 17,470f9413-79eb-4908-956d-4cf13b80903c,Filmint,500
Badgeholder 17,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,40960
Badgeholder 17,52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,6250
Badgeholder 17,54092e46-ee6a-4098-86f5-daba1886e095,Helia,4100
Badgeholder 17,5a90aa6b-868d-431d-bd42-78964b253bc3,FilDOS,810
Badgeholder 17,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,2560
Badgeholder 17,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,6250
Badgeholder 17,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,6250
Badgeholder 17,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,2560
Badgeholder 17,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,2560
Badgeholder 17,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,2560
Badgeholder 17,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,2560
Badgeholder 17,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,24010
Badgeholder 17,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,810
Badgeholder 17,7bd72c4a-542f-4232-8917-e13aebbe73c6,Root Key Holder management portal,2560
Badgeholder 17,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),2560
Badgeholder 17,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,810
Badgeholder 17,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,2560
Badgeholder 17,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,2560
Badgeholder 17,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",12960
Badgeholder 17,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,31641
Badgeholder 17,918dcaeb-7b42-4ebf-90af-d292d3e46833,MYRAD,810
Badgeholder 17,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,810
Badgeholder 17,99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,2560
Badgeholder 17,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,2560
Badgeholder 17,9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,2560
Badgeholder 17,a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,2560
Badgeholder 17,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,4100
Badgeholder 17,a6b88855-f0f2-45d0-abe3-a5da9c282564,Filecoin Deal Tool - Droplet,2560
Badgeholder 17,aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world’s first community-owned data commons for nature impact,17851
Badgeholder 17,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,12960
Badgeholder 17,ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,500
Badgeholder 17,afba8b0b-538e-4095-95cc-dc21d830274a,Filecoin Address Drainer,810
Badgeholder 17,b1b92b46-5ce8-4098-83e3-7c3eb48ee114,Old Faithful,810
Badgeholder 17,b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,810
Badgeholder 17,b61f7aa2-9ff4-4238-8cdf-7660bb4e8abd,Curio Snark Market,810
Badgeholder 17,b7f84da2-da41-462f-9676-8b61be3d087e,Meet with Huddle01,2560
Badgeholder 17,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,6250
Badgeholder 17,c02a1d73-b0bc-4bbf-a2e9-c031e5301592,Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,500
Badgeholder 17,c34c108f-0df0-4ade-9245-6e1bfa0570e6,MechaFIL-JAX,1086
Badgeholder 17,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,6250
Badgeholder 17,c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,810
Badgeholder 17,cb5ef3e5-c93b-45d3-8c9a-b38a9a8dc3e6,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",810
Badgeholder 17,ce89d759-3602-4ca3-92d1-1c109f96d815,Eastore,2560
Badgeholder 17,d165ce6a-7864-43ae-9b5b-0a33ce8e48b1,DevTTY Filecoin Mainnet Bootstrap Nodes,810
Badgeholder 17,d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,2560
Badgeholder 17,d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,500
Badgeholder 17,d35a6555-f564-4491-9670-5e77c2cfb6fe,OP Medicine – Filecoin-Powered Healthcare Infrastructure,500
Badgeholder 17,d422a481-2cb7-4bf2-836e-4f092bca32c1,Filecoin Ledger App & Installation Hub,6250
Badgeholder 17,d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,6250
Badgeholder 17,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",96060
Badgeholder 17,d6e2c8bd-98f7-418e-8151-7a8a30e57f67,NanoDC Project,810
Badgeholder 17,de506e15-2f76-457f-b912-b28d53a6e3fe,Retrieval Tester,810
Badgeholder 17,e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,2560
Badgeholder 17,e728ac44-f9fc-4d7b-b8a6-39ad50c75802,SealGuard,810
Badgeholder 17,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,2560
Badgeholder 17,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,2560
Badgeholder 17,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,810
Badgeholder 17,f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,6250
Badgeholder 17,f744cff9-446b-44be-80a4-cdad54cd6ae9,The Epoch Clock,810
Badgeholder 18,04075bb8-3220-4e24-85fe-91595b81548c,CIDgravity Nextcloud App,5543
Badgeholder 18,06b06e85-3bca-4636-b07c-d0b59e534357,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,5543
Badgeholder 18,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,5543
Badgeholder 18,163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,16630
Badgeholder 18,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,27718
Badgeholder 18,28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,27718
Badgeholder 18,2ac959e8-673b-4a20-a94e-907c4c3e74c9,Curio Smart Cordon & Restart System,16631
Badgeholder 18,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,16630
Badgeholder 18,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,16631
Badgeholder 18,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,16630
Badgeholder 18,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,27718
Badgeholder 18,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,27718
Badgeholder 18,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,27718
Badgeholder 18,60851f21-e8c3-4622-9f27-d0b1578a35fa,Storacha-Solana-SDK,27718
Badgeholder 18,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,16630
Badgeholder 18,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,16630
Badgeholder 18,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,27718
Badgeholder 18,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),27718
Badgeholder 18,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,16630
Badgeholder 18,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,5543
Badgeholder 18,a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,5543
Badgeholder 18,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,5543
Badgeholder 18,aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world’s first community-owned data commons for nature impact,5543
Badgeholder 18,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,27718
Badgeholder 18,b61f7aa2-9ff4-4238-8cdf-7660bb4e8abd,Curio Snark Market,16630
Badgeholder 18,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,5543
Badgeholder 18,d422a481-2cb7-4bf2-836e-4f092bca32c1,Filecoin Ledger App & Installation Hub,16630
Badgeholder 18,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",27718
Badgeholder 18,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,5543
Badgeholder 18,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,5543
Badgeholder 19,04075bb8-3220-4e24-85fe-91595b81548c,CIDgravity Nextcloud App,12000
Badgeholder 19,0b4979fd-39c8-451d-a993-11e65910c398,chainfee,32000
Badgeholder 19,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,20000
Badgeholder 19,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,20000
Badgeholder 19,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,14000
Badgeholder 19,534e0e33-cc50-4869-839b-b7995de479a7,Filecoin Orbit Uganda ,13000
Badgeholder 19,53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,18000
Badgeholder 19,6f19ece8-826e-42a8-baaa-7ad7c2cdf85a,万佳社区,18000
Badgeholder 19,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,32000
Badgeholder 19,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,12000
Badgeholder 19,827b4d7d-dd9a-4608-8d90-9085b9aa3f3b,fil-miner-info.safematrix,11000
Badgeholder 19,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,12000
Badgeholder 19,95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm – SocialCap,15000
Badgeholder 19,99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,14000
Badgeholder 19,a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,18000
Badgeholder 19,aa53d874-e22f-4bac-a4d7-719307a223ca,ETHNigeria  (BuiDL Africa – Empowering Web3 Adoption),12000
Badgeholder 19,b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,38700
Badgeholder 19,c02a1d73-b0bc-4bbf-a2e9-c031e5301592,Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,1000
Badgeholder 19,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,12000
Badgeholder 19,d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,25000
Badgeholder 19,d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,18300
Badgeholder 19,e0e6962b-0401-4da0-9dba-77a5e616b38f,Filecoin Nigeria,22000
Badgeholder 19,e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,1000
Badgeholder 19,e7158e41-c58e-4b5c-af42-4359da146d46,MetaEra,20500
Badgeholder 19,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,98500
Badgeholder 2,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,10000
Badgeholder 2,32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,50000
Badgeholder 2,392b614d-683f-44a6-a7c5-020ce1c2dcbe,Filosign,3000
Badgeholder 2,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,8000
Badgeholder 2,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,20000
Badgeholder 2,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,3000
Badgeholder 2,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,100000
Badgeholder 2,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,100000
Badgeholder 2,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",100000
Badgeholder 2,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,1000
Badgeholder 2,9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,2000
Badgeholder 2,ce89d759-3602-4ca3-92d1-1c109f96d815,Eastore,100000
Badgeholder 2,f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,13000
Badgeholder 20,1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,10000
Badgeholder 20,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,10000
Badgeholder 20,163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,10000
Badgeholder 20,1855e0c8-6176-4492-9966-535738b38084,Cuview,10000
Badgeholder 20,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,10000
Badgeholder 20,2ac959e8-673b-4a20-a94e-907c4c3e74c9,Curio Smart Cordon & Restart System,10000
Badgeholder 20,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,10000
Badgeholder 20,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,10000
Badgeholder 20,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,10000
Badgeholder 20,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,10000
Badgeholder 20,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,15000
Badgeholder 20,52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,10000
Badgeholder 20,54092e46-ee6a-4098-86f5-daba1886e095,Helia,20000
Badgeholder 20,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,10000
Badgeholder 20,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,10000
Badgeholder 20,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,10000
Badgeholder 20,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,50000
Badgeholder 20,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,10000
Badgeholder 20,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,10000
Badgeholder 20,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),10000
Badgeholder 20,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,20000
Badgeholder 20,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,20000
Badgeholder 20,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",10000
Badgeholder 20,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,10000
Badgeholder 20,926a86f8-14ee-4839-9715-004b10816367,Silvi: IPFS-Powered Biodiversity Infrastructure,10000
Badgeholder 20,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,10000
Badgeholder 20,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,10000
Badgeholder 20,a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,10000
Badgeholder 20,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,10000
Badgeholder 20,aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world’s first community-owned data commons for nature impact,10000
Badgeholder 20,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,10000
Badgeholder 20,ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,10000
Badgeholder 20,b7f84da2-da41-462f-9676-8b61be3d087e,Meet with Huddle01,20000
Badgeholder 20,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,10000
Badgeholder 20,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,10000
Badgeholder 20,d422a481-2cb7-4bf2-836e-4f092bca32c1,Filecoin Ledger App & Installation Hub,15000
Badgeholder 20,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",10000
Badgeholder 20,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,30000
Badgeholder 20,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,10000
Badgeholder 20,f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,10000
Badgeholder 21,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,50000
Badgeholder 21,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,50000
Badgeholder 21,60851f21-e8c3-4622-9f27-d0b1578a35fa,Storacha-Solana-SDK,50000
Badgeholder 21,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,50000
Badgeholder 21,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,10000
Badgeholder 21,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,100000
Badgeholder 21,b1b92b46-5ce8-4098-83e3-7c3eb48ee114,Old Faithful,100000
Badgeholder 21,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",100000
Badgeholder 22,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,50000
Badgeholder 22,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,100000
Badgeholder 22,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,60000
Badgeholder 22,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,20000
Badgeholder 22,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,50000
Badgeholder 22,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,5000
Badgeholder 22,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,30000
Badgeholder 22,7a4f6567-20bf-4ae0-a918-b79ab5ce1758,Multichain Storage,5000
Badgeholder 22,940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,5000
Badgeholder 22,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,20000
Badgeholder 22,a26a233e-c9df-4729-8cf4-526b2ae3a197,FileScope AI: Blockchain-Powered Dataset Analysis Platform,10000
Badgeholder 22,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,10000
Badgeholder 22,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,50000
Badgeholder 22,c02a1d73-b0bc-4bbf-a2e9-c031e5301592,Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,10000
Badgeholder 22,d35a6555-f564-4491-9670-5e77c2cfb6fe,OP Medicine – Filecoin-Powered Healthcare Infrastructure,20000
Badgeholder 22,d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,50000
Badgeholder 22,e728ac44-f9fc-4d7b-b8a6-39ad50c75802,SealGuard,15000
Badgeholder 23,04075bb8-3220-4e24-85fe-91595b81548c,CIDgravity Nextcloud App,6000
Badgeholder 23,06b06e85-3bca-4636-b07c-d0b59e534357,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,6000
Badgeholder 23,1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,25000
Badgeholder 23,163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,6000
Badgeholder 23,195f83d0-6ac2-4d65-b1cb-e727954ab936,boxo-starter-kit,6000
Badgeholder 23,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,14630
Badgeholder 23,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,6000
Badgeholder 23,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,14392
Badgeholder 23,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,6000
Badgeholder 23,2e56ed6a-3bed-4332-b91c-4d42dea1d332,Curio APT Repository (Filecoin APT),16392
Badgeholder 23,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,12153
Badgeholder 23,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,15986
Badgeholder 23,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,15553
Badgeholder 23,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,25000
Badgeholder 23,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,13447
Badgeholder 23,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,14154
Badgeholder 23,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,6000
Badgeholder 23,54092e46-ee6a-4098-86f5-daba1886e095,Helia,12772
Badgeholder 23,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,12559
Badgeholder 23,60851f21-e8c3-4622-9f27-d0b1578a35fa,Storacha-Solana-SDK,6000
Badgeholder 23,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,25000
Badgeholder 23,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,16584
Badgeholder 23,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,14865
Badgeholder 23,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,6000
Badgeholder 23,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,15099
Badgeholder 23,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,13916
Badgeholder 23,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,15328
Badgeholder 23,99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,12992
Badgeholder 23,a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,12352
Badgeholder 23,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,25000
Badgeholder 23,ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,6000
