Voter Wallet Address,Application ID,Project Name,Assigned votes
Badgeholder 5,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,3000
Badgeholder 5,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,15000
Badgeholder 5,a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,3000
Badgeholder 5,b7f84da2-da41-462f-9676-8b61be3d087e,Meet with Huddle01,15000
Badgeholder 5,e2b9ca9f-265d-40bd-9422-38bfcbae3a8b,FIL LAGOS,15000
Badgeholder 5,e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,15000
Badgeholder 5,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,15000
Badgeholder 5,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,30000
Badgeholder 6,1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,500
Badgeholder 6,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,500
Badgeholder 6,195f83d0-6ac2-4d65-b1cb-e727954ab936,boxo-starter-kit,500
Badgeholder 6,1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,500
Badgeholder 6,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,500
Badgeholder 6,2ac959e8-673b-4a20-a94e-907c4c3e74c9,Curio Smart Cordon & Restart System,500
Badgeholder 6,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,500
Badgeholder 6,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,10000
Badgeholder 6,36873163-7b77-4e7b-a2f5-dfd375d61a3a,Filecoin Spark,5000
Badgeholder 6,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,50000
Badgeholder 6,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,5000
Badgeholder 6,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,20000
Badgeholder 6,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,500
Badgeholder 6,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,50000
Badgeholder 6,52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,500
Badgeholder 6,54092e46-ee6a-4098-86f5-daba1886e095,Helia,5000
Badgeholder 6,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,500
Badgeholder 6,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,500
Badgeholder 6,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,5000
Badgeholder 6,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,16000
Badgeholder 6,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,50000
Badgeholder 6,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,500
Badgeholder 6,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,40000
Badgeholder 6,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,500
Badgeholder 6,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),500
Badgeholder 6,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,500
Badgeholder 6,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,500
Badgeholder 6,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,500
Badgeholder 6,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,5000
Badgeholder 6,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",500
Badgeholder 6,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,50000
Badgeholder 6,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,5000
Badgeholder 6,99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,500
Badgeholder 6,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,500
Badgeholder 6,9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,500
Badgeholder 6,a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,500
Badgeholder 6,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,500
Badgeholder 6,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,100000
Badgeholder 6,ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,5000
Badgeholder 6,b61f7aa2-9ff4-4238-8cdf-7660bb4e8abd,Curio Snark Market,500
Badgeholder 6,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,50000
Badgeholder 6,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,500
Badgeholder 6,c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,5000
Badgeholder 6,ce89d759-3602-4ca3-92d1-1c109f96d815,Eastore,500
Badgeholder 6,d422a481-2cb7-4bf2-836e-4f092bca32c1,Filecoin Ledger App & Installation Hub,500
Badgeholder 6,d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,10000
Badgeholder 6,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",10000
Badgeholder 6,f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,500
Badgeholder 7,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,80000
Badgeholder 7,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,20000
Badgeholder 7,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,80000
Badgeholder 7,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,30000
Badgeholder 7,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,80000
Badgeholder 7,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,20000
Badgeholder 7,926a86f8-14ee-4839-9715-004b10816367,Silvi: IPFS-Powered Biodiversity Infrastructure,10000
Badgeholder 7,940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,25000
Badgeholder 7,aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world’s first community-owned data commons for nature impact,10000
Badgeholder 7,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,30000
Badgeholder 7,b1b92b46-5ce8-4098-83e3-7c3eb48ee114,Old Faithful,10000
Badgeholder 7,d422a481-2cb7-4bf2-836e-4f092bca32c1,Filecoin Ledger App & Installation Hub,80000
Badgeholder 7,e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,10000
Badgeholder 7,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,5000
Badgeholder 7,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,20000
Badgeholder 8,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,65000
Badgeholder 8,1aa8d1d9-4d73-43d8-93ee-2d833c95689d,MUSE,15000
Badgeholder 8,2747e810-1c8a-42dd-9124-ff5f4fa5e6e2,witnesschain,12000
Badgeholder 8,59c4afee-5d3c-4c21-9977-4d0b88406bd2,Cyberport Data Integration,15000
Badgeholder 8,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,20000
Badgeholder 8,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,45000
Badgeholder 8,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),47000
Badgeholder 8,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,28000
Badgeholder 8,868aaecc-bcd6-4753-bef3-6d45b923aabf,WarmWeb,14000
Badgeholder 8,940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,23000
Badgeholder 8,95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm – SocialCap,30000
Badgeholder 8,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,35000
Badgeholder 8,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,75000
Badgeholder 8,d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,40000
Badgeholder 9,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,5000
Badgeholder 9,1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,10000
Badgeholder 9,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,50000
Badgeholder 9,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,5000
Badgeholder 9,28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,5000
Badgeholder 9,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,20000
Badgeholder 9,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,3000
Badgeholder 9,32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,5000
Badgeholder 9,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,50000
Badgeholder 9,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,5000
Badgeholder 9,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,15000
Badgeholder 9,54092e46-ee6a-4098-86f5-daba1886e095,Helia,15000
Badgeholder 9,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,10000
Badgeholder 9,60851f21-e8c3-4622-9f27-d0b1578a35fa,Storacha-Solana-SDK,4000
Badgeholder 9,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,10000
Badgeholder 9,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,10000
Badgeholder 9,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,10000
Badgeholder 9,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,1000
Badgeholder 9,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,10000
Badgeholder 9,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,50000
Badgeholder 9,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),30000
Badgeholder 9,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,50000
Badgeholder 9,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",25000
Badgeholder 9,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,15000
Badgeholder 9,b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,5000
Badgeholder 9,b7f84da2-da41-462f-9676-8b61be3d087e,Meet with Huddle01,5000
Badgeholder 9,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,25000
Badgeholder 9,c34c108f-0df0-4ade-9245-6e1bfa0570e6,MechaFIL-JAX,5000
Badgeholder 9,c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,2000
Badgeholder 9,d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,10000
Badgeholder 9,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",10000
Badgeholder 9,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,20000
Badgeholder 9,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,5000
Badgeholder 30,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",6746
Badgeholder 30,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,4895
Badgeholder 30,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,6746
Badgeholder 30,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,4895
Badgeholder 30,32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance,7672
Badgeholder 30,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz � Advancing the Filecoin Protocol,6746
Badgeholder 30,aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world�s first community-owned data commons for nature impact,3969
Badgeholder 30,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",5821
Badgeholder 30,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,7672
Badgeholder 30,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,5821
Badgeholder 30,d422a481-2cb7-4bf2-836e-4f092bca32c1,Filecoin Ledger App & Installation Hub,3044
Badgeholder 30,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,5821
Badgeholder 30,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,5821
Badgeholder 30,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,4895
Badgeholder 30,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,4895
Badgeholder 30,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,6746
Badgeholder 30,52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,4895
Badgeholder 30,d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,4895
Badgeholder 30,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,5821
Badgeholder 30,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,7672
Badgeholder 30,f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,7672
Badgeholder 30,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,3969
Badgeholder 30,36873163-7b77-4e7b-a2f5-dfd375d61a3a,Filecoin Spark,6746
Badgeholder 30,54092e46-ee6a-4098-86f5-daba1886e095,Helia,3969
Badgeholder 30,7bd72c4a-542f-4232-8917-e13aebbe73c6,Root Key Holder management portal,4895
Badgeholder 30,a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,5821
Badgeholder 30,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,3969
Badgeholder 30,a6b88855-f0f2-45d0-abe3-a5da9c282564,Filecoin Deal Tool - Droplet,4895
Badgeholder 30,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,5821
Badgeholder 30,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,3969
Badgeholder 30,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,6746
Badgeholder 30,d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,3969
Badgeholder 30,99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,3044
Badgeholder 30,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,5821
Badgeholder 30,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,4895
Badgeholder 30,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,6746
Badgeholder 30,9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,4895
Badgeholder 30,1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,3969
Badgeholder 30,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,4895
Badgeholder 30,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,4895
Badgeholder 30,b7f84da2-da41-462f-9676-8b61be3d087e,Meet with Huddle01,2118
Badgeholder 30,392b614d-683f-44a6-a7c5-020ce1c2dcbe,Filosign,3969
Badgeholder 30,28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,4895
Badgeholder 30,0b4979fd-39c8-451d-a993-11e65910c398,chainfee,4895
Badgeholder 30,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,3044
Badgeholder 30,e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,4895
Badgeholder 30,04075bb8-3220-4e24-85fe-91595b81548c,CIDgravity Nextcloud App,3969
Badgeholder 30,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,267
Badgeholder 30,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),5821
Badgeholder 30,ce89d759-3602-4ca3-92d1-1c109f96d815,Eastore,5821
Badgeholder 30,1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,4895
Badgeholder 30,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,2118
Badgeholder 30,c34c108f-0df0-4ade-9245-6e1bfa0570e6,MechaFIL-JAX,3969
Badgeholder 30,5a90aa6b-868d-431d-bd42-78964b253bc3,FilDOS,3969
Badgeholder 30,de506e15-2f76-457f-b912-b28d53a6e3fe,Retrieval Tester,4895
Badgeholder 30,b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,5821
Badgeholder 30,b61f7aa2-9ff4-4238-8cdf-7660bb4e8abd,Curio Snark Market,4895
Badgeholder 30,e728ac44-f9fc-4d7b-b8a6-39ad50c75802,SealGuard,3044
Badgeholder 30,d165ce6a-7864-43ae-9b5b-0a33ce8e48b1,DevTTY Filecoin Mainnet Bootstrap Nodes,3969
Badgeholder 30,2ac959e8-673b-4a20-a94e-907c4c3e74c9,Curio Smart Cordon & Restart System,4895
Badgeholder 30,afba8b0b-538e-4095-95cc-dc21d830274a,Filecoin Address Drainer,3969
Badgeholder 30,f744cff9-446b-44be-80a4-cdad54cd6ae9,The Epoch Clock,3969
Badgeholder 30,2747e810-1c8a-42dd-9124-ff5f4fa5e6e2,witnesschain,3969
Badgeholder 30,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,3969
Badgeholder 30,1407a021-8b89-40ff-bc7b-de04d960b946,Filecoin Community Service -VenusHub,3969
Badgeholder 30,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,3969
Badgeholder 30,c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,4895
Badgeholder 30,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,5821
Badgeholder 30,d6e2c8bd-98f7-418e-8151-7a8a30e57f67,NanoDC Project,4895
Badgeholder 30,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,4895
Badgeholder 30,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,5821
Badgeholder 30,918dcaeb-7b42-4ebf-90af-d292d3e46833,MYRAD,3969
Badgeholder 30,cb5ef3e5-c93b-45d3-8c9a-b38a9a8dc3e6,"Oku.trade - Filecoin�s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",1193
Badgeholder 30,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,3969
Badgeholder 30,b1b92b46-5ce8-4098-83e3-7c3eb48ee114,Old Faithful,4895
Badgeholder 30,06b06e85-3bca-4636-b07c-d0b59e534357,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,5821
Badgeholder 30,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,5821
Badgeholder 30,ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,2118
Badgeholder 30,c02a1d73-b0bc-4bbf-a2e9-c031e5301592,Web3 Billing & Invoicing System � Building Verifiable Workflows on Filecoin for Digital Public Goods,2118
Badgeholder 30,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx � Storage Provider Retrieval Analytics Platform,1193
Badgeholder 30,1aa8d1d9-4d73-43d8-93ee-2d833c95689d,MUSE,3969
Badgeholder 30,d35a6555-f564-4491-9670-5e77c2cfb6fe,OP Medicine � Filecoin-Powered Healthcare Infrastructure,2118
Badgeholder 30,470f9413-79eb-4908-956d-4cf13b80903c,Filmint,3044
Badgeholder 30,d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,4895
Badgeholder 30,d2e69d18-cb8d-4b23-bd61-7829ec390bcd,ETH-FIL swap,2118
Badgeholder 30,22faefcd-a56d-4560-9573-e6703d441b78,Filet Finance,2118
Badgeholder 30,827b4d7d-dd9a-4608-8d90-9085b9aa3f3b,fil-miner-info.safematrix,0
Badgeholder 30,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,3969
Badgeholder 30,868aaecc-bcd6-4753-bef3-6d45b923aabf,WarmWeb,3969
Badgeholder 30,163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,3044
Badgeholder 30,60851f21-e8c3-4622-9f27-d0b1578a35fa,Storacha-Solana-SDK,5821
Badgeholder 30,30131037-cc18-45ff-9ed8-0991c1101373,JZFS - Building Data Hub-and-Spoke Model with Filecoin,3969
Badgeholder 30,53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,3044
Badgeholder 30,926a86f8-14ee-4839-9715-004b10816367,Silvi: IPFS-Powered Biodiversity Infrastructure,3969
Badgeholder 30,a26a233e-c9df-4729-8cf4-526b2ae3a197,FileScope AI: Blockchain-Powered Dataset Analysis Platform,3044
Badgeholder 30,89eca73c-842a-4f72-86dd-077ab7702669,Eth Transport � Decentralized Civic Infrastructure on Filecoin,3969
Badgeholder 30,e7158e41-c58e-4b5c-af42-4359da146d46,MetaEra,3969
Badgeholder 30,bce86943-228a-4410-93e7-7a2421ede875,FILCAPETOWN,2118
Badgeholder 30,c109716c-62fb-44df-acaf-abd7a4a00fcb,B<>rder/ess Developers Program,3969
Badgeholder 30,195f83d0-6ac2-4d65-b1cb-e727954ab936,boxo-starter-kit,4895
Badgeholder 30,2e56ed6a-3bed-4332-b91c-4d42dea1d332,Curio APT Repository (Filecoin APT),4895
Badgeholder 30,339010d4-e4eb-4e70-ae73-b895740cedce,Guide To Filecoin - Easing the Transition to Filecoin.,3044
Badgeholder 30,534e0e33-cc50-4869-839b-b7995de479a7,Filecoin Orbit Uganda,2118
Badgeholder 30,5833634b-d194-41bc-ad77-f2707e3c704f,IPFS_Filecoin___________Hill_,4895
Badgeholder 30,6f19ece8-826e-42a8-baaa-7ad7c2cdf85a,____,3969
Badgeholder 30,3a9d5de6-444d-4fee-a7d0-ce640948848c,Filecoin Kenya Community,2118
Badgeholder 30,a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,3044
Badgeholder 30,e0e6962b-0401-4da0-9dba-77a5e616b38f,Filecoin Nigeria,2118
Badgeholder 30,383211c9-7940-4f3a-a6b1-fb60a761560b,OpenEdStore Decentralized Educational Storage Platform,2118
Badgeholder 30,2b37d2df-098e-4212-bdd5-417c0682e942,Filecoin Orbit Bootcamp Africa,3044
Badgeholder 30,521f797a-7ab4-4ed8-8290-edd8abfbc5b6,ETHAccra,2118
Badgeholder 30,aa53d874-e22f-4bac-a4d7-719307a223ca,ETHNigeria (BuiDL Africa � Empowering Web3 Adoption),267
Badgeholder 30,e2b9ca9f-265d-40bd-9422-38bfcbae3a8b,FIL LAGOS,2118
Badgeholder 30,29f7b20b-11b4-4cb0-93fe-07282a101017,BlockseBlock,3044
Badgeholder 30,85ca22cb-5ac0-4b02-8fe4-0cad03193378,4EVERLAND,4895
Badgeholder 30,940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,4895
Badgeholder 30,7a4f6567-20bf-4ae0-a918-b79ab5ce1758,Multichain Storage,3969
Badgeholder 30,1855e0c8-6176-4492-9966-535738b38084,Cuview,5821
Badgeholder 30,59c4afee-5d3c-4c21-9977-4d0b88406bd2,Cyberport Data Integration,2740
Badgeholder 30,95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm � SocialCap,267